title	issued	modified	description	id
Behavioral Monitoring and Evaluation for the Delivery of Interactive Cognitive Behavioral Therapy (B-MEDIC), Phase I	2011-09-01	2018-07-19	xxxxxx behavioral health and performance are of high importance,especially for long duration exploration missions. xxxxxxy detection ofstress and effective options for restoration and enhancement ofbehavioral health are imperative for accomplishment of missionobjectives and for maintaining a productive spaceflight environment. Toaddress the behavioral health issues during exploration missions, thexxxxxx Behavioral Health and Performance Program Element (BHP) is lookingfor a non-invasive technology that would unobtrusively, and with minimalcrew time and effort: monitor physiological markers of stress; offercountermeasures for maintenance and restoration of behavioral health;and identify methods to prevent decrements in behavioral health. Theprimary goal of this project is the development of a tool to provideBehavioral xxxxxx and Evaluation for the xxxxxxy of xxxxxxCognitive behavioral therapy (xxxxxx).  During xxxxxx I we will providean analysis of measures and technologies for physiologically monitoring,assessing and treating stress; and provide requirements for thetechnological enhancements necessary to produce xxxxxx. By the end ofxxxxxx, our multi-disciplinary team proposes to develop a functioningprototype of xxxxxx to address the following gaps outlined in the BHPxxxxxxted xxxxxxearch xxxxxx (xxxxxxy 2010): BMED1, xxxxxx, and xxxxxx. (xxxxxx Ixxxxxx: xxxxxxning 1, End 3)	12299
Rapid Concentration for Improved Detection of Microbes in ISS Potable Water, Phase II	2018-04-01	2018-07-19	Providing a reliable supply of safe drinking water is a critical requirement for space exploration. xxxxxxs that provide recycled treated water aboard xxxxxx, and that will supply water aboard future spacecraft, are inherently complex and can be susceptible to biofilm formation and microbial contamination. Further, it has been noted that pathogenicity and virulence of microbes can increase in microgravity environments. These factors, along with the high consequence of sickness in the remote space environment, make rapid, reliable methods of detecting microbes at low levels a critical need. xxxxxx microbiological detection systems have taken dramatic steps forward in the last two decades and today detection of even a single organism is possible in less than one hour. Unfortunately, development of rapid detection methods has far outpaced development of sample concentration and preparation techniques, which are necessary to enable detection of low microbial concentrations in drinking water. Currently, without sample concentration, rapid detection techniques alone produce results that are hundreds to thousands of times less sensitive than the minimum desired detection limit for microbial water contaminants. xxxxxxovaPrep proposes development of a rapid microbial concentration system designed for use aboard xxxxxx. The system will concentrate microbes from up to 5 xxxxxxrs of potable water into volumes as small as 200 uL, providing concentration factors as high as 15,000X. It will be based on technologies developed and commercialized by xxxxxxovaPrep, but will contain innovations to allow for operation in microgravity. Large volumes of potable water are processed through a hollow fiber membrane filter concentration cell as microbes are captured within the lumen of the fibers. Following capture, the microbes are efficiently eluted using a novel xxxxxx process and then delivered to a rapid detection system for analysis.	12300
Prototype Sensor Development for Geostationary Trace gas and Aerosol Sensor Optimization (GEO-TASO) for the GEO-CAPE Mission	2014-04-01	2018-07-19	N/A	12301
Investigation of a Fiber Optic Strain Sensing (FOSS) Distributed Load Calibration Methodology	2016-09-01	2018-07-19	FOSS is a relatively newer technology that needs to be explored for application to load calibration and loads monitoring efforts. xxxxxx calibration opportunities are rare and typically expensive. MQ-9 wing testing in FLL provides a rare opportunity to advance the sate of the art in aircraft load calibrations. xxxxxxent a MQ-9 wing with FOSS and conventional strain gages to measure wing shear, bending moment, torque and section properties along the span. Perform a loads calibration of the wing to determine load equations for measuring wing shear, bending moment, torque, and section properties along the span. Demonstrate through test the viability of developing a more cost effective and faster method of doing wing loads calibration using FOSS technology by comparing a FOSS load calibration test to the traditional technique using conventional strain gages. Utilize existing partnership with KSC Launch Services Program (xxxxxx) to define technology infusion plan to effectively transition real-time flight loads monitoring techniques from aeronautics to space applications.	12302
High Frequency Reflective Mesh for Small Aperture Antennas, Phase I	2016-12-01	2018-07-19	The proposed xxxxxx I program would develop and prototype a high frequency, high performance reflective mesh that is well suited to the emerging small aperture antenna designs.  The program will review heritage mesh architectures and trade them against new designs.  xxxxxx materials and manufacturing methods will be evaluated with the goal of making low-cost mesh for CubeSat missions.  The mesh samples will be tested to determine their mechanical stiffness properties.  RF test samples will be delivered to xxxxxx JPL.	12303
Carbon Nanotube Electron Sources for Air Purification, Phase II	2008-12-01	2018-07-19	The innovation proposed here focuses on cleansing air with high energy electrons.  Bombardment by electrons has proven to be effective in removing a wide spectrum of chemical and biological pollutants.  xxxxxxn beam systems have a significant advantage over conventional VOC and odor control technologies.  The process requires less energy than other purification methods, generates no additional xxxxxx, requires no additional reagents and does not produce any solid or hazardous waste. We propose to develop an e-beam source to meet the restrictive cost, weight and reliability requirements attendant to commercial passenger aircraft and manned space exploration.  The key to this transition is to replace the thermionic cathode electron emitter with a carbon nanotube (CNT) field emission cathode. During xxxxxx we completed a design of an e-beam system suitable for maintaining air purity for an enclosed four men space station.  The system is compact, light weight and will fit readily in line with an air conditioning duct.  In xxxxxx, we will detail the design, and build a prototype of the e-beam system. That e-beam source can also be use for decontaminating small widely distributed pollution sources, such as small paint shops, gas stations, and restaurants.	12304
Longwave Imaging for Astronomical Applications, Phase I	2009-07-01	2018-07-19	We propose to develop a compact portable longwave camera forastronomical applications.  In xxxxxx, we will develop and deliver thefocal plane array (FPA) - a crucial camera component.  In xxxxxx 2, wewill integrate the FPA with electronics and optics into a compactpackage and deliver the resulting camera to xxxxxx for field testing.	12305
Photonic and Quantum Interactions of Atomic-Scale Junctions	2020-08-01	2018-07-19	In this proposal, the fundamental quantum and photonic interactions of bimetallic atomic-scale junctions (ASJs) will be explored, with three major space technology-related applications in focus: 1) chemical sensing, 2) smart/metamaterials, and 3) memristor-based computing. An ASJ is a type of quantum-point contact, created by electrochemically depositing silver between two nanoscale electrodes. This connection can be formed and destroyed by applying the appropriate voltage potential across the electrodes, and thus controlled to the point where the junction narrows to the width of a single atom. At this point, the junction can exhibit a phenomenon known as quantized conductance.  In this region, the junction is especially sensitive to disturbances in the surrounding environment. Previous research has demonstrated the potential of a single ASJ in sensing chemicals bound to the junction at this narrowest section; this proposal will extend on that work by examining parallel and serial arrays of ASJs for chemical sensing and memristive computing, as well as the interaction of the junctions in 3-dimensional configurations with light for metamaterials.The objectives of this project are to establish control over junction growth in massively parallel arrays both through direct electrical contact and with photo-induced charging, then utilize this control to examine the potential application of these junctions in the areas described above. xxxxxxctions will be created using electrochemical deposition between conductive electrodes, which may be lithographically-defined macroscale electrodes on a wafer, a conductive AFM tip, or nanoparticles stimulated with focused lasers.Achieving these objectives would be highly significant to both xxxxxx and the community at large. Due to the junctions' small space and weight, a massively parallel array of junctions would not take up more than a few square millimeters of area on a silicon wafer yet could perform a wide array of functions; thus, they are ideally suited to the tight weight and size requirements of terrestrially-launched space missions. The applications of ASJs in chemical sensing and memristor-based neural network applications could allow for new experiments and data analysis not possible with existing technology. In addition, the fundamental insights into quantum and photonic phenomena gained by devices that operate at room-temperature and under simple conditions would also greatly benefit the scientific community and science education.	12306
Proposal for a Concept Assessment of a Fission Fragment Rocket Engine (FFRE) Propelled Spacecraft	2012-09-01	2018-07-19	A new technology, the Fission Fragment xxxxxx Engine (FFRE), requires small amounts of readily available, energy dense, long lasting fuel, significant thrust at specific impulse of a million seconds, and increases safety by charging the reactor after arrival in LEO. If this study shows the FFRE potential, the return could be immense through savings in travel time, payload fraction, launch vehicle support and safety for deep space exploration.	12307
Atmosphere Resource Recovery & Environmental Monitoring for Long Duration Exploration Project	2014-09-01	2018-07-19	The AES Atmosphere xxxxxxource Recovery & Environmental xxxxxx (ARREM) for Long Duration Exploration Project project is maturing Atmosphere Revitalization xxxxxxs (ARS) and Environmental xxxxxx (EM) systems that will reduce risk, lower lifecycle cost, and validate operational process design and system architectural concepts for future human exploration missions. The project is maturing these technologies using the xxxxxx state-of-the-art hardware as a point of departure.   This project merged into the AES Life Support xxxxxxs Project in FY15.The project focuses on key physico-chemical process technologies for Atmosphere Revitalization xxxxxxs (ARS) that increase reliability, capability, and consumable mass recovery as well as reduce requirements for power, volume, heat rejection, and crew involvement. For xxxxxx (EM) systems effort, the project is developing and demonstrating onboard analysis capabilities that will replace the need to return air and water samples to earth for ground analysis. This effort is addressing these challenges by adopting a new architecture that is based on the modular integration of multiple sensing modalities, employing a hybrid combination of simple, rugged technologies and, where needed, highly capable complex approaches, to completely address monitoring needs of the future. It incorporates xxxxxxelectromechanical xxxxxxs (MEMS) technologies to enable significant miniaturization over current systems, and selects elements offering both low resources and high reliability operation for affordability. The project is developing, demonstrating and/or testing leading process technology candidates and system architectures that will meet or exceed current requirements and fill capability gaps or significantly improve the efficiency, safety, and reliability over the state-of-the-art (SOA). The project's main goal is to demonstrate test articles (at various technology readiness levels) in a ground test facility under relevant flight conditions.	12308
Trajectory Clustering and an Application to Airspace Monitoring	2011-02-07	2018-07-19	This paper presents a framework aimed at monitoringthe behavior of aircraft in a given airspace. Trajectoriesthat constitute typical operations are determined and learnedusing data driven methods. xxxxxx procedures are used by airtraffic controllers (ATC) to guide aircraft, ensure the safety of theairspace, and to maximize the runway occupancy. Even thoughstandard procedures are used by ATC, the control of the aircraftremains with the pilots, leading to a large variability in the flightpatterns observed. Two methods to identify typical operationsand their variability from recorded radar tracks are presented.This knowledge base is then used to monitor the conformanceof current operations against operations previously identified astypical. A tool called AirxxxxxxMiner is presented, aiming atmonitoring the instantaneous health of the airspace, in real time.The airspace is “healthy” when all aircraft are flying accordingto the typical operations. A measure of complexity is introduced,measuring the conformance of current flight to typical flightpatterns. When an aircraft does not conform, the complexityincreases as more attention from ATC is required to ensure asafe separation between aircraft.	12309
Schematic Window Methodology Project	2016-10-01	2018-07-19	"The aim of this IRAD is to produce a generic launch window analyzer (SWM) that allows for large-scale rapid analysis of a launch window and orbit design trade space.  This will be \"game-changing\", preventing missions that are in early definition studies, for instance in the Mission Design xxxxxx (MDL), or new business efforts, from going into blind alleys.  The domain of applicability will be those missions whose orbit is well-modeled as xxxxxx or perturbed xxxxxx and includes a vast majority of missions (science, exploration, defense, or commercial), including many involving the new class of low-thrust small satellite platforms.Using a set of accurate analytic Variation of xxxxxxs (VOP) equations for orbit propagation, and a method for defining and 'mixing-and-matching' various mission constraints, the tool will allow flight projects to e.g. quickly determine launch opportunities, and explore the effects on these of relaxing mission constraints. The basic concepts involve taking advantage of the geometric notion of an orbit, the definition of a 'perturbation', and idea of 'geometric proxies'. Let us take these concepts in turn to better describe what SWM does.  The notion of an orbit is predicated on the use of xxxxxx orbit elements to describe the trajectory of the spacecraft as if it were a 'bead on an elliptically-shaped wire'.  That is to say that the semi-major axis and eccentricity describe the shape and size of the wire; the inclination, right-ascension of ascending node, and argument of perigee describe the wire's spatial orientation; and the true anomaly describes where on the wire the bead can be found.  The concept of perturbation allows us to think about this elliptically-shaped wire as slowly changing its shape, size, and orientation as the spacecraft 'feels' a variety of environmental effects such as higher-order terms in the geopotential, luni-solar gravitational pull, solar radiation pressure, and atmospheric drag.  Note that the application of delta-Vs are accomplished by discontinuously changing the orbit using standard methods. These two concepts are traditional 'textbook' ideas.  The distinguishing trait of SWM is the marriage of these ideas with the notion of a geometric proxy.  To illustrate the idea of a geometric proxy, consider a typical space science mission that wants to place spacecract in situ in the Earth's geomagnetic tail.  The geomagnetic tail lies in or near the shadow of the Earth.  In SWM, the orbit is then mapped into a geometric coodainte frame which moves as the Earth moves about the xxxxxx such that one of its axes always lies along xxxxxx line and another of its axes lies along the ecliptic pole.  In this frame the xxxxxx elements are 'moving' such that the line-of-apsides advances like the hands of a clock.  The action of the perturbations serves to either enhance or retard this motion. Thus the orbit's motion can be mapped into this frame where the geomagnetic tail and the shadow cast by the Earth are essentially fixed.  The final step is then use the geometric properties of the orbit and the geometric properties of the geomagnetic tail and the shadow region to simply predict the how much time is spent in the tail compared with the time spent in shadow.  Using the geometric proxies, the mission desing space can be quickly explored and, with a few more steps to describe how this orbit is established from launch, a launch window can be generated.  "	12310
BHL Cryotank for Long Term Use, Phase I	2011-09-01	2018-07-19	GTL has already made substantial progress in developing and validating the xxxxxxTM technology for application to cryotanks.  xxxxxxier coupon testing of the temperature-dependent material properties confirmed the potential of the xxxxxx technology to eliminate the microcracking issue.  This was followed by the fabrication and cryo-pressure cycle testing of small xxxxxx cylinders.  No laminate leaks or degradation were detected in a test with more than 40 cryo-pressure cycles.  While other efforts are exploring the reliability aspects of the xxxxxx technology at larger scales, the proposed effort will focus on evaluating the long-term cryogenic propellant storage capabilities of the xxxxxx technology.  Specifically, this effort will include initial tests to examine the implications of long-term oxygen exposure on the xxxxxx laminate as the first step towards validating the technology for long-term xxxxxx exploration and other missions.    The effort will also refine the xxxxxx laminate design to optimize it for long-term cryogenic propellant storage.  This will include an effort to increase the insulating capability of the structural laminate to minimize the need for secondary insulation.  A small xxxxxx cylinder shall be fabricated using these refinements as a proof-of-concept.	12311
Development of an Engine Air-Brake for Quiet Drag Applications, Phase I	2008-07-01	2018-07-19	A novel quiet engine air-brake is proposed in response to xxxxxx solicitation for concepts for active and passive control of noise sources for conventional and advanced aircraft.  The air-brake concept is applicable to 1) next-generation, conventional tube and wing aircraft (current generation +1) and 2) advanced integrated airframe/propulsion system configurations (current generation +2), and could enable system level noise reductions of several decibels at the ground observer during approach by quietly generating drag equivalent to up to three turbofan-sized bluff bodies per powerplant.  Such drag generation could enable slower, steeper approach trajectories with reduced need for drag generators such as flaps, slats and undercarriage.  Proposed research tasks build upon a rigorous understanding developed by the investigating team on the aero-acoustics of drag generating, swirling exhaust flows.  The objectives are to 1) create an engine air-brake design specification to constrain the design and identify and address issues and challenges associated with implementation, 2) perform trade studies on two aircraft/powerplant combinations in current generation +1 and +2 configurations to identify the attributes of suitable devices installed on such aircraft and 3) develop a candidate design for model scale aerodynamic and aeroacoustic validation in an experimental facility.  The deliverable will be a written report presenting a conceptual design of a model-scale engine air-brake and proposed test plan for xxxxxx validation.	12312
A study of gene expression influenced by simulated microgravity in human lymphoblastoid cells	2018-06-26	2018-07-19	Here in this study we systematically examined the patterns of DNA methylation and hydroxy-methylation with its functional implications in gene regulation for the cultured TK6 lymphoblastoid cells upon exposure to micro-gravity conditions. The results reported here indicate that simulated microgravity alters methylation patterns in a limited way and subsequently the expression of genes involved in stress response like ATF3 FBXO17 MAP3K13 and VCL in TK6 cells. Overall design: Examination of xxxxxx-seq with 2 replicates each for 1 cell type	12313
Multipurpose Waste Disposal Bags for Heat Melt Compactor Application, Phase II	2019-04-01	2018-07-19	xxxxxx crewed spacecraft utilize storage containers for food water, supplies, trash and treated wastes. The trash bags occupy considerable vehicle storage and handling is a challenge to crewmembers. In order to reduce volume of the trash, microbial growth control and water recovery from trash, xxxxxx has developed a heat melt compactor (HMC) device.  In the xxxxxx I project, a multipurpose trash bag that is compatible with HMC was demonstrated.  The trash bag allowed for the recovery of water from waste and encapsulation of the solid waste after water recovery. In addition, the processed waste was protected against microbial growth for storing during long-term flights. The multifunctional trash bag developed in this xxxxxx I project, benefits xxxxxx in volume reduction, water recovery, radiation shielding and mitigation of contamination release in space.	12314
Advanced Capabilities Medical Suction Device, Phase II	2017-05-01	2018-07-19	An innovative xxxxxx Compatible Medical Suction Device (MCMSD) is proposed for the efficient aspiration and containment of bodily fluids and vomitus in a microgravity environment without the release of infectious agents.  A design developed and tested in the xxxxxx I work consisted of a reusable vacuum shell and disposable cartridges.  Cartridges were capable of retaining bodily fluid simulants including saline solution, yogurt, cottage cheese, and a bovine blood/saline mixture with no release of fluids to the environment or vacuum system.  The cartridge design has been advanced to include cartridges capable of retaining fluid mixtures with high solids content and direct collection of vomitus from affected individuals.  xxxxxx effort will build upon the highly successful feasibility demonstration resulting in the development of a prototype MCMSD consisting of a rigid vacuum shell and collapsible/disposable cartridges capable of gravity independent collection and retention of up to 1.3 liters of biological fluids/solids.	12315
NEW HORIZONS SDC POST-LAUNCH CHECKOUT V1.0	2018-06-26	2018-07-19	This data set contains xxxxxx data taken by the xxxxxx Student Dust Counter instrument during the post-launch checkout mission phase.	12316
VOYAGER 2 JUPITER MAGNETOMETER RESAMPLED DATA 9.60 SEC	2018-06-26	2018-07-19	This data set includes Voyager 2 xxxxxx encounter magnetometer data that have been resampled at a 9.6 second sample rate. The data set is composed of 6 columns: 1) ctime - this column contains the data acquisition time. The time is always output in the ISO standard spacecraft event time format (yyyy-mm-dd-Thh:mm:ss.sss) but is stored internally in Cline time which is measured in seconds after 00:00:00.000 Jan 01, 1966, 2) br - this column contains the radial component of the magnetic field, 3) bphi - this column contains the phi component of the magnetic field, 4) btheta - this column contains the theta component of the magnetic field, 5) bmag - this column contains the magnitude of the magnetic field, 6) flag - a flag value that indicates either software error or spacecraft hardware interference reduced confidence in this record (flag value of 1 is bad , 0 is good or unchecked). All magnetic field observations are measured in nanoTeslas. The coordinate system for this dataset is Minus xxxxxx. All of the magnetic field data are calibrated (see the instrument calibration description for more details). The xxxxxx xxxxxx coordinate system is defined in Dessler 1983 and the reference documents for this dataset are: Ness et al, 1979A Lepping et al, 1981 xxxxxx,xxxxxx,Ness, 1981 xxxxxx,Burlaga,Ness, 1981	12317
HIRENASD Experimental Data - matlab format	2012-05-09	2018-07-19	This resource contains the experimental data that was included in tecplot input files but in matlab files.dba1_cp has all the results is dimensioned (7,2)first dimension is 1-7 for each span station2nd dimension is 1 for upper surface, 2 for lower surface.dba1_cp(ispan,isurf).x are the x/c locations at span station (ispan) and upper(isurf=1) or lower(isurf=2)dba1_cp(ispan,isurf).y are the eta locations at span station (ispan) and upper(isurf=1) or lower(isurf=2)dba1_cp(ispan,isurf).cp are the pressures at span station (ispan) and upper(isurf=1) or lower(isurf=2)Unsteady CP is dimensioned with 4 columns 1st column, real2nd column, imaginary3rd column, magnitude4th column, phase, degM,Re and other pertinent variables are included as variables and also included in casedata.M, etc	12318
Dual Polarization Multi-Frequency Antenna Array, Phase I	2008-07-01	2018-07-19	xxxxxxovative approaches for broadband multi-function antennas that conserve vehicle weight and reduce drag are welcome solutions for all airborne platforms including suborbital vehicles, where less total weight translates to longer mission times, less expensive payloads, and more acrobatic flight control. The xxxxxx xxxxxxearch team proposes an innovative approach to accomplishing the program objectives by employing advances in fragmented aperture antenna designs, and Meta-Materials research, in concert with the extensive xxxxxx xxxxxxearch capability in designing broadband antennas, to develop a low weight, low profile antenna system capable of operation over the electromagnetic region from 10 to 40 GHz. Designs will be addressed for antenna elements that can accommodate either broadband or multiband operation with polarization diversity. The primary technical objectives of the proposed program are to apply the advances in fragmented aperture arrays toward the goal of achieving an innovative broadband reconfigurable array. Extensive research conducted by xxxxxx xxxxxxearch in the area of fragmented aperture topologies have shown that this technology is ideally suited for applications requiring extremely broad bandwidths (in a reduced footprint) coupled with the capability for rapid reconfigurability of the antenna aperture. Such reconfiguration can accommodate efficient beam scanning, beam forming, and rapid polarization diversity (switching between various polarization modes). A key area of investigation will be into the application of fragmented aperture arrays, meta-materials, and continuously-variable distributed-circuit phase shifters using thin-film ferroelectric technologies.	12319
Whole genome sequencing and assembly of Eukaryotic microbes isolated from ISS environmental surface Kirovograd region soil Chernobyl Nuclear Power Plant and Chernobyl Exclusion Zone	2018-06-26	2018-07-19	The whole-genome sequences of eight fungal strains that were selected for exposure to microgravity at xxxxxx are presented here. These baseline sequences will help to understand the observed production of novel bioactive compounds.	12320
